Key,Source,Context,Changes,English,French,German,Klingon,Spanish
quest_BasicSurvival2_description,,Quest Info,KgNone,"ÜÒÕOTOBÓTE OØEÆØÝ ÜÒ BOÅOKOH, ÄTOÁ¾ ÒA¼ÜTÜTÓ CEÁ¥ OT ÚOBPEÆØEHÜÑ Ü OCTABATÓC¥ COÕPET¾M B XOÅOØHÝ¶ ÚOÕOØÝ. COÁEPÜTE PACTÜTEÅÓH¾E BOÅOKHA, ÝØAP¥¥ ÚO TPABE Ü HEÁOÅÓ½ÜM PACTEHÜ¥M. ÚOCÅE TOÕO, KAK COÁEPËTE BCE ÜHÕPEØÜEHT¾, OTKPOÑTE ÜHBEHTAPÓ Ü ÚEPEÑØÜTE B PAÒØEÅ «OØEÆØA» OKHA «PEMECÅO». СДЕЛАЙТЕ ОДЕЖДУ ИЗ ВОЛОКОН.","Fabriquez un vêtement en fibres végétales pour vous protéger et vous tenir chaud lorsque les températures baissent. Collectez des fibres végétales en détruisant de l'herbe et de petites plantes. Une fois les composants acquis, rendez-vous dans l'inventaire et cherchez la catégorie des vêtements de la fenêtre de fabrication. Fabriquez un vêtement en fibres végétales.","Fertige Kleidung aus Pflanzenfasern, um dich vor Schaden zu schützen und dich bei kaltem Wetter warm zu halten. Sammle Pflanzenfasern, indem du Gras und kleinere Pflanzen angreifst. Wenn du die Zutaten hast, öffne dein Inventar und wähle im Fertigungs-Fenster die Kategorie „Kleidung“ aus. Fertige Kleidung aus Pflanzenfasern.",,"Fabrica ropa de fibra vegetal para protegerte de daño y mantenerte en calor cuando haga frío. Ataca a la hierba o a las plantas pequeñas para recoger fibra vegetal. Una vez que tengas los ingredientes, accede al Inventario y localiza la ropa en la ventana de Fabricación. Fabrica ropa de fibra vegetal."
quest_BasicSurvival3,,Quest Info,KgNone,OCHOB¾ B¾ÆÜBAHÜ¥ 3/8,Les bases de la survie 3/8,Das 1x1 des Überlebens 3/8,,Supervivencia básica 3/8
quest_BasicSurvival3_subtitle,,Quest Info,KgNone,HAØETÓ OØEÆØÝ ÜÒ BOÅOKOH,Porter un vêtement en fibres végétales,Trage Kleidung aus Pflanzenfasern,,Ponte ropa de fibra vegetal.
quest_BasicSurvival3_description,,Quest Info,KgNone,"ÄTOÁ¾ HAØETÓ OØEÆØÝ ÜÒ BOÅOKOH, OTKPOÑTE ÜHBEHTAPÓ Ü B¾ÁEPÜTE OØEÆØÝ, ÒATEM B¾ÁEPÜTE «HAØETÓ» B OKHE «ØEÑCTBÜE». ÚOCÅE TOÕO, KAK OØEHETECÓ, OTKPOÑTE MEH¶ «ÚEPCOHAÆ», ÄTOÁ¾ ÝBÜØETÓ TEÚÅOÒA¼ÜTÝ Ü ÒA¼ÜTÝ BA½EÑ HAØETOÑ OØEÆØ¾, HAXOØ¥¼EÑC¥ B BEPXHEÑ ÅEBOÑ ÄACTÜ OKHA «ÚEPCOHAÆ».","Pour porter votre vêtement en fibres végétales, rendez-vous dans l'inventaire, sélectionnez le vêtement, puis sélectionnez l'action de porter dans la fenêtre des actions. Une fois le vêtement porté, accédez au menu du personnage pour consulter son isolation et sa défense, en haut à gauche de la fenêtre du personnage.","Um deine Kleidung aus Pflanzenfasern zu tragen, öffne dein Inventar und wähle ein Kleidungsstück aus. Dann wähle im Aktions-Fenster „Tragen“ aus. Wenn du Kleidung trägst, öffne das Charakter-Menü, um oben links zu sehen, wie viel Wärmedämmung und Verteidigung sie bietet.",,"Para ponerte la ropa de fibra vegetal, accede al Inventario y selecciona la prenda. Entonces, selecciona Vestir en la ventana de Acción. Una vez vestido, accede al menú del Personaje para ver el aislamiento y la defensa que aporta la ropa que te has puesto en la esquina superior izquierda de la ventana del Personaje."
quest_BasicSurvival4,,Quest Info,KgNone,OCHOB¾ B¾ÆÜBAHÜ¥ 4/8,Les bases de la survie 4/8,Das 1x1 des Überlebens 4/8,,Supervivencia básica 4/8
quest_BasicSurvival4_subtitle,,Quest Info,KgNone,CØEÅATÓ ØEPEB¥HHÝ¶ ØÝÁÜHÝ,Fabriquer une massue en bois,Fertige einen Holzknüppel,,Fabrica un garrote de madera.
quest_BasicSurvival4_description,,Quest Info,KgNone,"COÁEPÜTE ØPEBECÜHÝ, ÝØAP¥¥ ÚO ØEPEBÓ¥M ÜÅÜ KÝCTAMÚOCÅE TOÕO, KAK COÁEPËTE BCE ÜHÕPEØÜEHT¾, OTKPOÑTE ÜHBEHTAPÓ Ü HAÑØÜTE ØEPEB¥HHÝ¶ ØÝÁÜHÝ B PAÒØEÅE «OCHOBHOE» OKHA «PEMECÅO». CØEÅAÑTE ØEPEB¥HHÝ¶ ØÝÁÜHÝ.","Collectez du bois en détruisant des arbres et des buissons. Une fois les composants acquis, rendez-vous dans l'inventaire et cherchez la massue en bois dans la catégorie de base de la fenêtre de fabrication. Fabriquez une massue en bois.","Sammle Holz, indem du Bäume und Büsche angreifst. Wenn du die Zutaten hast, öffne dein Inventar und wähle im Fertigungs-Fenster in der Kategorie „Grundlagen“ den Holzknüppel aus. Fertige einen Holzknüppel.",,"Ataca árboles y arbustos para reunir madera. Una vez que tengas los ingredientes, accede al Inventario y localiza el Garrote de madera en la categoría Básico de la ventana de Fabricación. Fabrica un garrote de madera."
quest_BasicSurvival5,,Quest Info,KgNone,OCHOB¾ B¾ÆÜBAHÜ¥ 5/8,Les bases de la survie 5/8,Das 1x1 des Überlebens 5/8,,Supervivencia básica 5/8
quest_BasicSurvival5_subtitle,,Quest Info,KgNone,CØEÅATÓ ÅÝK Ü CTPEÅ¾,Fabriquer un arc et des flèches,Fertige einen Bogen und Pfeile,,Fabrica un arco y flechas.
quest_BasicSurvival5_description,,Quest Info,KgNone,"TEÚEPÓ Ý BAC ECTÓ OPÝÆÜE ÁÅÜÆHEÕO ÁO¥, HO B¾ TAKÆE MOÆETE ÜCÚOÅÓÒOBATÓ Ü OPÝÆÜE ØAÅÓHEÕO ÁO¥. COÁEPÜTE ØPEBECÜHÝ, KAMEHÓ, PACTÜTEÅÓH¾E BOÅOKHA Ü HAÑØÜTE ÚEPÓ¥ B ÕHËÒØAX HA ÒEMÅE. ÚOCÅE TOÕO, KAK COÁEPËTE BCE ÜHÕPEØÜEHT¾, OTKPOÑTE PAÒØEÅ «OCHOBHOE» B OKHE «PEMECÅO». CØEÅAÑTE ØEPEB¥HH¾Ñ ÅÝK Ü CTPEÅ¾.","Maintenant que vous disposez d'une arme de mêlée, une arme de jet pourrait s'avérer utile. Collectez du bois, de la pierre, des fibres végétales et des plumes trouvées dans les nids d'oiseau au sol. Une fois les composants acquis, accédez à la catégorie de base de la fenêtre de fabrication. Fabriquez un arc en bois et des flèches.","Jetzt da du eine Nahkampfwaffe hast, kannst du auch eine Fernkampfwaffe gebrauchen. Sammle Holz, Steine, Pflanzenfasern und Federn aus Vogelnestern auf dem Boden. Wenn du die Zutaten hast, wähle die Kategorie „Grundlagen“ im Fertigungs-Fenster. Fertige einen Holzbogen und Pfeile.",,"Ahora que tienes un arma cuerpo a cuerpo, no estaría mal un arma a distancia. Reúne madera, piedra, fibra vegetal y plumas que puedes encontrar por el suelo, en nidos de pájaros. Una vez que tengas los ingredientes, accede a la categoría Básico de la ventana de Fabricación. Fabrica un arco de madera y flechas."
quest_BasicSurvival6,,Quest Info,KgNone,OCHOB¾ B¾ÆÜBAHÜ¥ 6/8,Les bases de la survie 6/8,Das 1x1 des Überlebens 6/8,,Supervivencia básica 6/8
quest_BasicSurvival6_subtitle,,Quest Info,KgNone,ÒAKÅAØKA ÁAÒ¾,Commencer à construire une base,Baue eine Basis,,Empieza una base.
quest_BasicSurvival6_description,,Quest Info,KgNone,"COÁEPÜTE ØPEBECÜHÝ Ü ÜÒÕOTOBÓTE ØEPEB¥HH¾E KAPKAC¾ B PAÒØEÅE «OCHOBHOE» OKHA «PEMECÅO». PAÒMECTÜTE ØEPEB¥HH¾E KAPKAC¾ HA ÒEMÅE, ÙKÜÚÜPOBAB ÜX Ü ÜCÚOÅÓÒÝ¥ KÅABÜ½Ý BTOPÜÄHOÕO ØEÑCTBÜ¥. ÝÅÝÄ½ÜTE ÜX C ÚOMO¼Ó¶ KAMEHHOÕO TOÚOPA, ÜCÚOÅÓÒÝ¥ KÅABÜ½Ý BTOPÜÄHOÕO ØEÑCTBÜ¥, ÚOKA B BA½EM ÜHBEHTAPE HAXOØÜTC¥ ØOÚOÅHÜTEÅÓHA¥ ØPEBECÜHA.","Collectez du bois et fabriquez des structures en bois dans la catégorie de base de la fenêtre de fabrication. Équipez les structures en bois, puis placez-les à l'aide de l'action secondaire. Grâce au bois supplémentaire dans votre inventaire, vous pouvez les améliorer avec une hache de pierre, à l'aide de l'action secondaire.","Sammle Holz und fertige über die Kategorie „Grundlagen“ im Fertigungs-Fenster Holzrahmen. Platziere Holzrahmen in der Welt, indem du sie ausrüstest und die sekundäre Aktion verwendest. Werte sie mit einer Steinaxt und der sekundären Aktion auf, während du über zusätzliches Holz im Inventar verfügst.",,Reúne madera y fabrica estructuras de madera desde la categoría Básico de la ventana de Fabricación. Equipa las estructuras de madera y usa el botón de acción secundaria para colocarlas en el mundo. Mejóralas usando la acción secundaria con un hacha de piedra si tienes madera extra en tu inventario.
quest_BasicSurvival7,,Quest Info,KgNone,OCHOB¾ B¾ÆÜBAHÜ¥ 7/8,Les bases de la survie 7/8,Das 1x1 des Überlebens 7/8,,Supervivencia básica 7/8
quest_BasicSurvival7_subtitle,,Quest Info,KgNone,CØEÅATÓ CÚAÅÓH¾Ñ ME½OK,Fabriquer un sac de couchage,Fertige einen Schlafsack,,Fabrica un saco de dormir.
quest_BasicSurvival7_description,,Quest Info,KgNone,"CØEÅAÑTE CÚAÅÓH¾Ñ ME½OK, COÁÜPA¥ PACTÜTEÅÓH¾E BOÅOKHA. ÚOCÅE TOÕO, KAK COÁEPËTE BCE ÜHÕPEØÜEHT¾, OTKPOÑTE ÜHBEHTAPÓ, ÚEPEÑØÜTE B PAÒØEÅ «OCHOBHOE», B¾ÁEPÜTE PEÇEÚT Ü HAÆMÜTE KHOÚKÝ «CØEÅATÓ». PAÒMECTÜTE CÚAÅÓH¾Ñ ME½OK B ÝØOÁHOM ØÅ¥ BAC MECTE, ÚPEØBAPÜTEÅÓHO ÙKÜÚÜPOBAB EÕO Ü ÜCÚOÅÓÒÝ¥ KÅABÜ½Ý BTOPÜÄHOÕO ØEÑCTBÜ¥. ÚOCÅE TOÕO, KAK PAÒMECTÜTE, B¾ ÝBÜØÜTE ÜKOHKÝ KPOBATÜ HA BA½ÜX KOMÚACE Ü KAPTE. ÙTO ÚOÒBOÅÜT BAM HE ÒAÁÅÝØÜTÓC¥ ÚO ÚÝTÜ ØOMOÑ Ü ÁÝØET ¥BÅ¥TÓC¥ TOÄKOÑ BOÒPOÆØEHÜ¥ B CÅÝÄAE CMEPTÜ.","Fabriquez un sac de couchage à l'aide de fibres végétales. Une fois les composants acquis, ouvrez votre inventaire de fabrication, accédez à la catégorie des compositions de base, sélectionnez la composition souhaitée, puis cliquez sur le bouton de fabrication. \n\nÉquipez le sac de couchage, puis placez-le à l'aide de la touche d'action secondaire. Une fois placé, une icône de lit s'affichera sur votre boussole et votre carte. Cette icône vous aidera à retrouver votre foyer et servira de point de réapparition si vous veniez à mourir.","Fertige einen Schlafsack, indem du Pflanzenfasern sammelst. Wenn du die Zutaten hast, öffne dein Handwerks-Inventar und gehe zur Rezeptkategorie „Grundlagen“. Markiere das Rezept und klicke auf „Fertigen“. \n\nPlatziere den Schlafsack in der Welt, indem du ihn zuerst ausrüstest und dann die sekundäre Aktionstaste verwendest. Wenn er platziert ist, erscheint ein Bett-Symbol auf deinem Kompass und deiner Karte. Dies wird dich zurück nach Hause führen, und außerdem wirst du hier wiedererscheinen, falls du stirbst.",,"Fabrica un saco de dormir con fibra vegetal. Una vez tengas los ingredientes, abre el menú de fabricación, ve a la categoría de recetas básicas, selecciona la receta y presiona el botón de fabricar. \n\nPara poner el saco de dormir en el mundo, equípalo y presiona el botón de acción secundaria. Una vez puesto, verás un icono de una cama en la brújula y en el mapa. Esto te guiará de nuevo a tu casa y será un punto de reaparición si mueres."
quest_BasicSurvival8,,Quest Info,KgNone,OCHOB¾ B¾ÆÜBAHÜ¥ 8/8,Les bases de la survie 8/8,Das 1x1 des Überlebens 8/8,,Supervivencia básica 8/8
quest_BasicSurvival8_subtitle,,Quest Info,KgNone,PAÒÆEÄÓ KOCTËP,Construire un feu de camp,Mache ein Lagerfeuer,,Enciende una fogata.
quest_BasicSurvival8_description,,Quest Info,KgNone,"COÁEPÜTE MAÅEHÓKÜE KAMHÜ Ü CØEÅAÑTE KOCTËP B PAÒØEÅE OCHOBHOE OKHA PEMECÅO. ÙKÜÚÜPÝÑTE KOCTËP Ü PAÒMECTÜTE EÕO B ÝØOÁHOM ØÅ¥ BAC MECTE, ÜCÚOÅÓÒÝ¥ KÅABÜ½Ý BTOPÜÄHOÕO ØEÑCTBÜ¥. ÚOCÅE PAÒME¼EHÜ¥ B¾ CMOÆETE ÜCÚOÅÓÒOBATÓ KOCTËP, ÄTOÁ¾ COÕPETÓC¥ ÜÅÜ ØÅ¥ ÚPÜÕOTOBÅEHÜ¥ PAÒÅÜÄH¾X ÚPEØMETOB.","Collectez de petites pierres et fabriquez un feu de camp dans la catégorie de base de la fenêtre de fabrication. Équipez le feu de camp, puis placez-le à l'aide de l'action secondaire. Une fois placé, vous pouvez l'utiliser pour vous réchauffer ou cuisiner.","Sammle kleine Steine und fertige über die Kategorie „Grundlagen“ im Fertigungs-Fenster ein Lagerfeuer. Rüste das Lagerfeuer aus und platziere es mit der sekundären Aktion in der Welt. Wenn es platziert ist, kannst du das Lagerfeuer verwenden, um dich warm zu halten oder um zu kochen.",,"Reúne piedras pequeñas y fabrica una fogata desde la categoría Básico de la ventana de Fabricación. Para poner la fogata en el mundo, equípala y usa la acción secundaria. Una vez puesta, podrás usar la fogata para cocinar o para entrar en calor."
quest_WhiteRiverCitizen,,Quest Info,KgNone,ÕPAÆØAHÜH «ÁEÅA¥ PEKA»,,,,
quest_WhiteRiverCitizen1,,Quest Info,KgNone,ÕPAÆØAHÜH «ÁEÅA¥ PEKA» 1/1,,,,
quest_WhiteRiverCitizen1_subtitle,,Quest Info,KgNone,ÚÝTÓ ØO ÚOCEÅEHÜ¥,,,,
quest_WhiteRiverCitizen1_description,,Quest Info,KgNone,"XOPO½A¥ PAÁOTA, B¾ÆÜB½ÜÑ,\n\nB¾ ØOKAÒAÅÜ, ÄTO OÁÅAØAETE ÁOÅÓ½ÜM ÚOTEHÇÜAÅOM. M¾ OTMETÜÅÜ HA BA½EÑ KAPTE PACÚOÅOÆEHÜE ÁÅÜÆAÑ½EÕO ABAHÚOCTA «ÁEÅA¥ PEKA». TAM B¾ HAÑØËTE TOPÕOBÇA, Ý KOTOPOÕO CMOÆETE KÝÚÜTÓ ÜÅÜ ÚPOØATÓ TOBAP¾ Ü ÒAÜMETÓ TOPÕOBÝ¶ ÜCTOPÜ¶ C OØHÜM ÜÒ HA½ÜX ØPÝÆECTBEHH¾X ÕPAÆØAH.\n\nØOÁPO ÚOÆAÅOBATÓ HA ÁOPT, HOÑ",,,,
challenge_silenceofthelambs,,Challenge Info,KgNone,MOÅÄAHÜE ¥ÕH¥T,Le silence des agneaux,Das Schweigen der Lämmer,,El silencio de los inocentes
