Key,Source,Context,Changes,English,French,German,Klingon,Spanish
quest_scrap_ulmVacuumCleaner_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 10; \nжелезный лом: 6; Медные провода: 4; \nПечатная плата: 1; Литиевые батарейки: 1; \nБольшой электромотор: 1; Транзистор: 4; \nКонденсаторы: 6; Переключатель: 1; \nПлавкий предохранитель: 1; Резистор: 8; ",,,,
quest_scrap_ulmHandheldVacuumCleaner,,Quest Info,KgNone,"НАndНЕld VАСuuМ СlЕАnЕr",,,,
quest_scrap_ulmHandheldVacuumCleaner_subtitle,,Quest Info,KgNone,"НАndНЕld VАСuuМ СlЕАnЕr",,,,
quest_scrap_ulmHandheldVacuumCleaner_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 5; \nжелезный лом: 2; Медные провода: 2; \nПечатная плата: 1; Литиевые батарейки: 3; \nМалый электродвигатель: 1; Транзистор: 2; \nКонденсаторы: 2; Переключатель: 1; \nДиод: 1; Плавкий предохранитель: 1; \nРезистор: 2; ",,,,
quest_scrap_ulmHandheldVacuumCleaner_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 5; \nжелезный лом: 2; Медные провода: 2; \nПечатная плата: 1; Литиевые батарейки: 3; \nМалый электродвигатель: 1; Транзистор: 2; \nКонденсаторы: 2; Переключатель: 1; \nДиод: 1; Плавкий предохранитель: 1; \nРезистор: 2; ",,,,
quest_scrap_ulmOldRadio,,Quest Info,KgNone,"Старое радио",,,,
quest_scrap_ulmOldRadio_subtitle,,Quest Info,KgNone,"Старое радио",,,,
quest_scrap_ulmOldRadio_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 6; \nжелезный лом: 3; Медный лом: 3; \nМедные провода: 4; Печатная плата: 1; \nЛитиевые батарейки: 1; Динамик: 2; \nТранзистор: 2; Конденсаторы: 5; \nПереключатель: 1; Диод: 1; \nРезистор: 2; ",,,,
quest_scrap_ulmOldRadio_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 6; \nжелезный лом: 3; Медный лом: 3; \nМедные провода: 4; Печатная плата: 1; \nЛитиевые батарейки: 1; Динамик: 2; \nТранзистор: 2; Конденсаторы: 5; \nПереключатель: 1; Диод: 1; \nРезистор: 2; ",,,,
quest_scrap_ulmSewingMachine,,Quest Info,KgNone,"Швейная машинка",,,,
quest_scrap_ulmSewingMachine_subtitle,,Quest Info,KgNone,"Старая швейная машинка",,,,
quest_scrap_ulmSewingMachine_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 8; \nжелезный лом: 7; Медный лом: 4; \nМедные провода: 4; Печатная плата: 1; \nЛитиевые батарейки: 2; Малый электродвигатель: 1; \nТранзистор: 2; Конденсаторы: 3; \nПереключатель: 1; Диод: 1; \nРезистор: 2; ",,,,
quest_scrap_ulmSewingMachine_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 8; \nжелезный лом: 7; Медный лом: 4; \nМедные провода: 4; Печатная плата: 1; \nЛитиевые батарейки: 2; Малый электродвигатель: 1; \nТранзистор: 2; Конденсаторы: 3; \nПереключатель: 1; Диод: 1; \nРезистор: 2; ",,,,
quest_scrap_ulmOldSewingMachine,,Quest Info,KgNone,"Старая швейная машинка",,,,
quest_scrap_ulmOldSewingMachine_subtitle,,Quest Info,KgNone,"Старая швейная машинка",,,,
quest_scrap_ulmOldSewingMachine_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 7; \nжелезный лом: 6; Медный лом: 3; \nМедные провода: 4; Печатная плата: 1; \nМалый электродвигатель: 1; Транзистор: 1; \nКонденсаторы: 2; Переключатель: 1; \nДиод: 1; Резистор: 2; ",,,,
quest_scrap_ulmOldSewingMachine_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 7; \nжелезный лом: 6; Медный лом: 3; \nМедные провода: 4; Печатная плата: 1; \nМалый электродвигатель: 1; Транзистор: 1; \nКонденсаторы: 2; Переключатель: 1; \nДиод: 1; Резистор: 2; ",,,,
quest_scrap_ulmHeadphones,,Quest Info,KgNone,"Маленькие наушники",,,,
quest_scrap_ulmHeadphones_subtitle,,Quest Info,KgNone,"Маленькие наушники",,,,
quest_scrap_ulmHeadphones_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 3; \nжелезный лом: 1; Медные провода: 4; \nПечатная плата: 1; Динамик: 2; ",,,,
quest_scrap_ulmHeadphones_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 3; \nжелезный лом: 1; Медные провода: 4; \nПечатная плата: 1; Динамик: 2; ",,,,
quest_scrap_ulmLCDMonitor,,Quest Info,KgNone,"LСD Монитор",,,,
quest_scrap_ulmLCDMonitor_subtitle,,Quest Info,KgNone,"LСD Монитор",,,,
quest_scrap_ulmLCDMonitor_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 10; \nжелезный лом: 5; СТЕКЛОПАКЕТ: 1; \nМедные провода: 3; Печатная плата: 2; \nТранзистор: 4; Конденсаторы: 6; \nПереключатель: 1; Диод: 1; \nПлавкий предохранитель: 1; Резистор: 4; ",,,,
quest_scrap_ulmLCDMonitor_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 10; \nжелезный лом: 5; СТЕКЛОПАКЕТ: 1; \nМедные провода: 3; Печатная плата: 2; \nТранзистор: 4; Конденсаторы: 6; \nПереключатель: 1; Диод: 1; \nПлавкий предохранитель: 1; Резистор: 4; ",,,,
quest_scrap_ulmBrokenCRTMonitor,,Quest Info,KgNone,"Разбитый монитор",,,,
quest_scrap_ulmBrokenCRTMonitor_subtitle,,Quest Info,KgNone,"Разбитый монитор",,,,
quest_scrap_ulmBrokenCRTMonitor_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 14; \nжелезный лом: 17; РАЗБИТОЕ СТЕКЛО: 3; \nМедные провода: 9; Печатная плата: 3; \nТранзистор: 6; Конденсаторы: 8; \nПереключатель: 1; Диод: 1; \nПлавкий предохранитель: 2; Резистор: 6; ",,,,
quest_scrap_ulmBrokenCRTMonitor_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 14; \nжелезный лом: 17; РАЗБИТОЕ СТЕКЛО: 3; \nМедные провода: 9; Печатная плата: 3; \nТранзистор: 6; Конденсаторы: 8; \nПереключатель: 1; Диод: 1; \nПлавкий предохранитель: 2; Резистор: 6; ",,,,
quest_scrap_ulmBrokenCamera,,Quest Info,KgNone,"Сломанная Камера",,,,
quest_scrap_ulmBrokenCamera_subtitle,,Quest Info,KgNone,"Сломанная Камера",,,,
quest_scrap_ulmBrokenCamera_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 6; \nжелезный лом: 4; Медные провода: 1; \nПечатная плата: 1; Транзистор: 2; \nПереключатель: 1; Диод: 1; \nРезистор: 2; ",,,,
quest_scrap_ulmBrokenCamera_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 6; \nжелезный лом: 4; Медные провода: 1; \nПечатная плата: 1; Транзистор: 2; \nПереключатель: 1; Диод: 1; \nРезистор: 2; ",,,,
quest_scrap_ulmCarStereo,,Quest Info,KgNone,"Автомобильная магнитола",,,,
quest_scrap_ulmCarStereo_subtitle,,Quest Info,KgNone,"Автомобильная магнитола",,,,
quest_scrap_ulmCarStereo_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 6; \nжелезный лом: 9; Медные провода: 3; \nПечатная плата: 1; Транзистор: 2; \nКонденсаторы: 4; Переключатель: 1; \nДиод: 1; Плавкий предохранитель: 2; \nРезистор: 4; ",,,,
quest_scrap_ulmCarStereo_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 6; \nжелезный лом: 9; Медные провода: 3; \nПечатная плата: 1; Транзистор: 2; \nКонденсаторы: 4; Переключатель: 1; \nДиод: 1; Плавкий предохранитель: 2; \nРезистор: 4; ",,,,
quest_scrap_ulmOldConsole,,Quest Info,KgNone,"Старая игровая консоль",,,,
quest_scrap_ulmOldConsole_subtitle,,Quest Info,KgNone,"Старая игровая консоль",,,,
quest_scrap_ulmOldConsole_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 8; \nжелезный лом: 7; Медные провода: 2; \nПечатная плата: 2; Транзистор: 3; \nКонденсаторы: 6; Переключатель: 1; \nДиод: 1; Плавкий предохранитель: 1; \nРезистор: 3; ",,,,
quest_scrap_ulmOldConsole_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 8; \nжелезный лом: 7; Медные провода: 2; \nПечатная плата: 2; Транзистор: 3; \nКонденсаторы: 6; Переключатель: 1; \nДиод: 1; Плавкий предохранитель: 1; \nРезистор: 3; ",,,,
quest_scrap_ulmOldConsoleControler,,Quest Info,KgNone,"Старый контроллер к консоли",,,,
quest_scrap_ulmOldConsoleControler_subtitle,,Quest Info,KgNone,"Старый контроллер к консоли",,,,
quest_scrap_ulmOldConsoleControler_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 3; \nжелезный лом: 1; Медные провода: 2; \nПечатная плата: 1; Транзистор: 1; \nКонденсаторы: 2; ",,,,
quest_scrap_ulmOldConsoleControler_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 3; \nжелезный лом: 1; Медные провода: 2; \nПечатная плата: 1; Транзистор: 1; \nКонденсаторы: 2; ",,,,
quest_scrap_ulmOldCassettePlayer,,Quest Info,KgNone,"Старый кассетный магнитофон",,,,
quest_scrap_ulmOldCassettePlayer_subtitle,,Quest Info,KgNone,"Старый кассетный магнитофон",,,,
quest_scrap_ulmOldCassettePlayer_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 3; \nжелезный лом: 1; Медные провода: 1; \nПечатная плата: 1; Литиевые батарейки: 1; \nТранзистор: 1; Конденсаторы: 2; \nПереключатель: 1; Диод: 1; \nРезистор: 2; ",,,,
quest_scrap_ulmOldCassettePlayer_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 3; \nжелезный лом: 1; Медные провода: 1; \nПечатная плата: 1; Литиевые батарейки: 1; \nТранзистор: 1; Конденсаторы: 2; \nПереключатель: 1; Диод: 1; \nРезистор: 2; ",,,,
quest_scrap_ulmOldSpeakerBox,,Quest Info,KgNone,"Старая Аудиоколонка",,,,
quest_scrap_ulmOldSpeakerBox_subtitle,,Quest Info,KgNone,"Старая Аудиоколонка",,,,
quest_scrap_ulmOldSpeakerBox_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 5; \nжелезный лом: 3; Медные провода: 3; \nЛитиевые батарейки: 1; Динамик: 3; \nТранзистор: 2; Конденсаторы: 5; ",,,,
quest_scrap_ulmOldSpeakerBox_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 5; \nжелезный лом: 3; Медные провода: 3; \nЛитиевые батарейки: 1; Динамик: 3; \nТранзистор: 2; Конденсаторы: 5; ",,,,
quest_scrap_ulmOldCellPhone,,Quest Info,KgNone,"Старый мобильник",,,,
quest_scrap_ulmOldCellPhone_subtitle,,Quest Info,KgNone,"Старый мобильник",,,,
quest_scrap_ulmOldCellPhone_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 2; \nжелезный лом: 1; Медные провода: 1; ",,,,
quest_scrap_ulmOldCellPhone_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 2; \nжелезный лом: 1; Медные провода: 1; ",,,,
quest_scrap_ulmClothingIron,,Quest Info,KgNone,"Утюг",,,,
quest_scrap_ulmClothingIron_subtitle,,Quest Info,KgNone,"Утюг",,,,
quest_scrap_ulmClothingIron_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 7; \nжелезный лом: 20; Медные провода: 3; \nТранзистор: 2; Конденсаторы: 2; \nПереключатель: 1; Диод: 1; \nПлавкий предохранитель: 1; ",,,,
quest_scrap_ulmClothingIron_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 7; \nжелезный лом: 20; Медные провода: 3; \nТранзистор: 2; Конденсаторы: 2; \nПереключатель: 1; Диод: 1; \nПлавкий предохранитель: 1; ",,,,
quest_scrap_ulmSander,,Quest Info,KgNone,"Шлифовальная машинка",,,,
quest_scrap_ulmSander_subtitle,,Quest Info,KgNone,"Шлифовальная машинка",,,,
quest_scrap_ulmSander_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 4; \nжелезный лом: 5; Медные провода: 2; \nПечатная плата: 1; Малый электродвигатель: 1; \nТранзистор: 3; Конденсаторы: 2; \nПереключатель: 1; Диод: 1; \nПлавкий предохранитель: 1; Резистор: 2; ",,,,
quest_scrap_ulmSander_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 4; \nжелезный лом: 5; Медные провода: 2; \nПечатная плата: 1; Малый электродвигатель: 1; \nТранзистор: 3; Конденсаторы: 2; \nПереключатель: 1; Диод: 1; \nПлавкий предохранитель: 1; Резистор: 2; ",,,,
quest_scrap_ulmCircularSaw,,Quest Info,KgNone,"Циркулярная пила",,,,
quest_scrap_ulmCircularSaw_subtitle,,Quest Info,KgNone,"Циркулярная пила",,,,
quest_scrap_ulmCircularSaw_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 5; \nжелезный лом: 7; Медные провода: 2; \nПечатная плата: 1; Малый электродвигатель: 1; \nТранзистор: 4; Конденсаторы: 5; \nПереключатель: 1; Диод: 1; \nПлавкий предохранитель: 1; Резистор: 2; ",,,,
quest_scrap_ulmCircularSaw_offer,,Quest Info,KgNone,"После более тщательного изучения Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 5; \nжелезный лом: 7; Медные провода: 2; \nПечатная плата: 1; Малый электродвигатель: 1; \nТранзистор: 4; Конденсаторы: 5; \nПереключатель: 1; Диод: 1; \nПлавкий предохранитель: 1; Резистор: 2; ",,,,
quest_scrap_ulmDiscGrinder,,Quest Info,KgNone,"Болгарка",,,,
quest_scrap_ulmDiscGrinder_subtitle,,Quest Info,KgNone,"Болгарка",,,,
quest_scrap_ulmDiscGrinder_desc,,Quest Info,KgNone,"Следующие компоненты будут извлечены на запчасти:\nПластиковые отходы: 5; \nжелезный лом: 7; Медные провода: 2; \nПечатная плата: 1; Малый электродвигатель: 1; \nТранзистор: 4; Конденсаторы: 4; \nПереключатель: 1; Диод: 1; \nПлавкий предохранитель: 1; Резистор: 3; ",,,,
